"","Site","Date","Start","Longitude","Latitude","Elevation","Location","Formation","Fire","Species","Count","Distance","Bearing","Time","Position","Notes","Site.Notes","Treatment","species_richness"
"388","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","Grey Fantail",1,90,"SE","","","","","Dry SclerophyllBurnt",14
"389","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","Grey Shrike-thrush",1,70,"W","6:56","","","","Dry SclerophyllBurnt",14
"390","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","Laughing Kookaburra",1,90,"NW","7:00","","","","Dry SclerophyllBurnt",14
"391","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","Leaden Flycatcher",1,100,"SW","","","","","Dry SclerophyllBurnt",14
"392","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","Mistletoebird",1,20,"S","7:03","Flyover","","","Dry SclerophyllBurnt",14
"393","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","Noisy Friarbird",1,70,"E","","","","","Dry SclerophyllBurnt",14
"394","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","Peaceful Dove",1,80,"N","6:57","","","","Dry SclerophyllBurnt",14
"395","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","Rainbow Bee-eater",2,100,"S","","","","","Dry SclerophyllBurnt",14
"396","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","Rainbow Lorikeet",2,100,"W","","Flyover","","","Dry SclerophyllBurnt",14
"397","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","Rufous Whistler",1,70,"W","6:53","","","","Dry SclerophyllBurnt",14
"398","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","Rufous Whistler",1,50,"SE","","","","","Dry SclerophyllBurnt",14
"399","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","White-throated Treecreeper",1,100,"SE","6:58","","","","Dry SclerophyllBurnt",14
"400","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","White-throated Treecreeper",1,70,"W","","","","","Dry SclerophyllBurnt",14
"401","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","Yellow-faced Honeyeater",1,50,"SW","","","","","Dry SclerophyllBurnt",14
"402","FC-BS-02","9/12/2020","6:53",152.842214,-29.445343,116.018,"Fortis Creek","Dry Sclerophyll","Burnt","Yellow-faced Honeyeater",1,20,"N","","Canopy","","","Dry SclerophyllBurnt",14
"403","FC-BS-03","9/12/2020","7:27",152.839717,-29.44345,99.12,"Fortis Creek","Dry Sclerophyll","Burnt","Cicadabird",1,70,"E","","Canopy","","","Dry SclerophyllBurnt",10
"404","FC-BS-03","9/12/2020","7:27",152.839717,-29.44345,99.12,"Fortis Creek","Dry Sclerophyll","Burnt","Eastern Yellow Robin",1,30,"W","7:34","Midstorey","","","Dry SclerophyllBurnt",10
"405","FC-BS-03","9/12/2020","7:27",152.839717,-29.44345,99.12,"Fortis Creek","Dry Sclerophyll","Burnt","Grey Fantail",1,60,"S","7:30","","","","Dry SclerophyllBurnt",10
"406","FC-BS-03","9/12/2020","7:27",152.839717,-29.44345,99.12,"Fortis Creek","Dry Sclerophyll","Burnt","Grey Fantail",1,60,"SW","7:35","","","","Dry SclerophyllBurnt",10
"407","FC-BS-03","9/12/2020","7:27",152.839717,-29.44345,99.12,"Fortis Creek","Dry Sclerophyll","Burnt","Grey Shrike-thrush",1,80,"NE","","","","","Dry SclerophyllBurnt",10
"408","FC-BS-03","9/12/2020","7:27",152.839717,-29.44345,99.12,"Fortis Creek","Dry Sclerophyll","Burnt","Laughing Kookaburra",1,100,"N","","","","","Dry SclerophyllBurnt",10
"409","FC-BS-03","9/12/2020","7:27",152.839717,-29.44345,99.12,"Fortis Creek","Dry Sclerophyll","Burnt","Mistletoebird",1,30,"N","7:27","Canopy","","","Dry SclerophyllBurnt",10
"410","FC-BS-03","9/12/2020","7:27",152.839717,-29.44345,99.12,"Fortis Creek","Dry Sclerophyll","Burnt","Noisy Friarbird",2,100,"N","7:29","","","","Dry SclerophyllBurnt",10
"411","FC-BS-03","9/12/2020","7:27",152.839717,-29.44345,99.12,"Fortis Creek","Dry Sclerophyll","Burnt","Rainbow Bee-eater",1,70,"S","","","","","Dry SclerophyllBurnt",10
"412","FC-BS-03","9/12/2020","7:27",152.839717,-29.44345,99.12,"Fortis Creek","Dry Sclerophyll","Burnt","Rainbow Bee-eater",1,40,"E","","Canopy","","","Dry SclerophyllBurnt",10
"413","FC-BS-03","9/12/2020","7:27",152.839717,-29.44345,99.12,"Fortis Creek","Dry Sclerophyll","Burnt","White-naped Honeyeater",3,30,"E","","Canopy","","","Dry SclerophyllBurnt",10
"414","FC-BS-03","9/12/2020","7:27",152.839717,-29.44345,99.12,"Fortis Creek","Dry Sclerophyll","Burnt","White-throated Treecreeper",1,70,"SE","7:31","","","","Dry SclerophyllBurnt",10
"415","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","Brush Cuckoo",1,100,"S","6:12","","","","Dry SclerophyllUnburnt",11
"416","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","Cicadabird",1,100,"E","6:17","","","","Dry SclerophyllUnburnt",11
"417","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","Grey Shrike-thrush",1,80,"SE","6:15","","","","Dry SclerophyllUnburnt",11
"418","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","Laughing Kookaburra",2,100,"SE","","","","","Dry SclerophyllUnburnt",11
"419","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","Leaden Flycatcher",1,100,"N","6:10","","","","Dry SclerophyllUnburnt",11
"420","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","Noisy Friarbird",1,80,"S","","","","","Dry SclerophyllUnburnt",11
"421","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","Noisy Friarbird",1,30,"NW","","Midstorey","","","Dry SclerophyllUnburnt",11
"422","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","Peaceful Dove",1,80,"SE","6:14","","","","Dry SclerophyllUnburnt",11
"423","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","Rainbow Bee-eater",4,60,"E","6:08","Flyover","","","Dry SclerophyllUnburnt",11
"424","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","Rufous Whistler",2,60,"S","","","","","Dry SclerophyllUnburnt",11
"425","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","Rufous Whistler",1,100,"SW","","","","","Dry SclerophyllUnburnt",11
"426","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","Rufous Whistler",1,100,"SE","","","","","Dry SclerophyllUnburnt",11
"427","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","White-throated Treecreeper",2,60,"S","","","","","Dry SclerophyllUnburnt",11
"428","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","White-throated Treecreeper",1,80,"SE","","","","","Dry SclerophyllUnburnt",11
"429","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","Yellow-faced Honeyeater",1,50,"W","6:16","","","","Dry SclerophyllUnburnt",11
"430","FC-US-01","9/12/2020","6:08",152.845428,-29.448756,142.444,"Fortis Creek","Dry Sclerophyll","Unburnt","Yellow-faced Honeyeater",1,60,"SE","","","","","Dry SclerophyllUnburnt",11
"431","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Brown Honeyeater",1,10,"N","","Canopy","","","Dry SclerophyllUnburnt",14
"432","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Cicadabird",1,90,"S","6:44","","","","Dry SclerophyllUnburnt",14
"433","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Grey Fantail",1,50,"W","","","","","Dry SclerophyllUnburnt",14
"434","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Grey Fantail",1,60,"NE","6:40","","","","Dry SclerophyllUnburnt",14
"435","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Grey Shrike-thrush",1,60,"SE","","","","","Dry SclerophyllUnburnt",14
"436","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Laughing Kookaburra",2,60,"NW","6:41","","","","Dry SclerophyllUnburnt",14
"437","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Leaden Flycatcher",1,30,"NE","","","","","Dry SclerophyllUnburnt",14
"438","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Noisy Friarbird",1,70,"E","6:36","","","","Dry SclerophyllUnburnt",14
"439","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Noisy Friarbird",2,80,"S","","","","","Dry SclerophyllUnburnt",14
"440","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Peaceful Dove",1,100,"S","","","","","Dry SclerophyllUnburnt",14
"441","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Rainbow Bee-eater",1,40,"NE","","","","","Dry SclerophyllUnburnt",14
"442","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Rainbow Lorikeet",1,80,"S","","","","","Dry SclerophyllUnburnt",14
"443","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Rainbow Lorikeet",8,80,"S","6:43","Flyover","","","Dry SclerophyllUnburnt",14
"444","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Red Wattlebird",1,70,"SE","","","","","Dry SclerophyllUnburnt",14
"445","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Rufous Whistler",1,40,"E","","","","","Dry SclerophyllUnburnt",14
"446","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","Variegated Fairy-wren",2,40,"W","6:39","","","","Dry SclerophyllUnburnt",14
"447","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","White-throated Treecreeper",1,60,"NE","6:35","","","","Dry SclerophyllUnburnt",14
"448","FC-US-02","9/12/2020","6:34",152.841255,-29.447439,111.263,"Fortis Creek","Dry Sclerophyll","Unburnt","White-throated Treecreeper",1,100,"NW","","","","","Dry SclerophyllUnburnt",14
"449","FC-US-03","9/12/2020","7:45",152.837279,-29.443808,84.644,"Fortis Creek","Dry Sclerophyll","Unburnt","Brown Thornbill",1,5,"S","7:46","Understorey","","","Dry SclerophyllUnburnt",9
"450","FC-US-03","9/12/2020","7:45",152.837279,-29.443808,84.644,"Fortis Creek","Dry Sclerophyll","Unburnt","Grey Fantail",1,80,"N","7:53","","","","Dry SclerophyllUnburnt",9
"451","FC-US-03","9/12/2020","7:45",152.837279,-29.443808,84.644,"Fortis Creek","Dry Sclerophyll","Unburnt","Laughing Kookaburra",2,100,"W","","","","","Dry SclerophyllUnburnt",9
"452","FC-US-03","9/12/2020","7:45",152.837279,-29.443808,84.644,"Fortis Creek","Dry Sclerophyll","Unburnt","Laughing Kookaburra",1,90,"SW","","","","","Dry SclerophyllUnburnt",9
"453","FC-US-03","9/12/2020","7:45",152.837279,-29.443808,84.644,"Fortis Creek","Dry Sclerophyll","Unburnt","Mistletoebird",1,30,"N","","Flyover","","","Dry SclerophyllUnburnt",9
"454","FC-US-03","9/12/2020","7:45",152.837279,-29.443808,84.644,"Fortis Creek","Dry Sclerophyll","Unburnt","Musk Lorikeet",8,5,"W","7:48","Flyover","","","Dry SclerophyllUnburnt",9
"455","FC-US-03","9/12/2020","7:45",152.837279,-29.443808,84.644,"Fortis Creek","Dry Sclerophyll","Unburnt","Rainbow Lorikeet",8,30,"W","","","","","Dry SclerophyllUnburnt",9
"456","FC-US-03","9/12/2020","7:45",152.837279,-29.443808,84.644,"Fortis Creek","Dry Sclerophyll","Unburnt","Rainbow Lorikeet",1,10,"N","7:54","Flyover","","","Dry SclerophyllUnburnt",9
"457","FC-US-03","9/12/2020","7:45",152.837279,-29.443808,84.644,"Fortis Creek","Dry Sclerophyll","Unburnt","Rufous Whistler",1,70,"SE","7:52","","","","Dry SclerophyllUnburnt",9
"458","FC-US-03","9/12/2020","7:45",152.837279,-29.443808,84.644,"Fortis Creek","Dry Sclerophyll","Unburnt","Variegated Fairy-wren",4,5,"S","7:45","Understorey","","","Dry SclerophyllUnburnt",9
"459","FC-US-03","9/12/2020","7:45",152.837279,-29.443808,84.644,"Fortis Creek","Dry Sclerophyll","Unburnt","Yellow-faced Honeyeater",1,80,"S","","","","","Dry SclerophyllUnburnt",9
"460","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Brown Cuckoo-Dove",1,80,"NW","","","","Unburnt 60m NE","RainforestBurnt",16
"461","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Brown Cuckoo-Dove",1,100,"N","","","","Unburnt 60m NE","RainforestBurnt",16
"462","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Crimson Rosella",4,50,"NW","","Canopy","","Unburnt 60m NE","RainforestBurnt",16
"463","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Eastern Whipbird",1,40,"N","","","","Unburnt 60m NE","RainforestBurnt",16
"464","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Eastern Whipbird",1,30,"SE","","","","Unburnt 60m NE","RainforestBurnt",16
"465","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Eastern Yellow Robin",1,10,"NW","","Midstorey","","Unburnt 60m NE","RainforestBurnt",16
"466","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Golden Whistler",1,10,"N","","Midstorey","","Unburnt 60m NE","RainforestBurnt",16
"467","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Grey Fantail",1,10,"W","","Midstorey","","Unburnt 60m NE","RainforestBurnt",16
"468","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Large-billed Scrubwren",6,10,"N","","Canopy","","Unburnt 60m NE","RainforestBurnt",16
"469","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Lewin's Honeyeater",1,40,"E","","","","Unburnt 60m NE","RainforestBurnt",16
"470","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Lewin's Honeyeater",1,40,"N","6:09","Canopy","","Unburnt 60m NE","RainforestBurnt",16
"471","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Australian Logrunner",1,40,"SW","6:01","","","Unburnt 60m NE","RainforestBurnt",16
"472","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Pied Currawong",1,50,"N","","","","Unburnt 60m NE","RainforestBurnt",16
"473","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Rufous Fantail",1,60,"SW","","","","Unburnt 60m NE","RainforestBurnt",16
"474","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","White-throated Needletail",1,10,"S","","Flyover","","Unburnt 60m NE","RainforestBurnt",16
"475","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","White-throated Treecreeper",1,50,"E","","","","Unburnt 60m NE","RainforestBurnt",16
"476","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Wompoo Fruit-Dove",1,50,"N","","","","Unburnt 60m NE","RainforestBurnt",16
"477","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Wonga Pigeon",1,100,"NE","","","","Unburnt 60m NE","RainforestBurnt",16
"478","GG-BR-01","21/12/2020","6:01",153.33192,-28.574153,NA,"Gibbergunya Range Road","Rainforest","Burnt","Yellow-throated Scrubwren",1,50,"SW","6:07","","","Unburnt 60m NE","RainforestBurnt",16
"479","GG-BR-02","21/12/2020","6:41",153.331637,-28.576159,648.606,"Gibbergunya Range Road","Rainforest","Burnt","Brown Cuckoo-Dove",2,80,"NW","","","","Loud Cicadas","RainforestBurnt",5
"480","GG-BR-02","21/12/2020","6:41",153.331637,-28.576159,648.606,"Gibbergunya Range Road","Rainforest","Burnt","Brown Cuckoo-Dove",1,10,"N","","Flyover","","Loud Cicadas","RainforestBurnt",5
"481","GG-BR-02","21/12/2020","6:41",153.331637,-28.576159,648.606,"Gibbergunya Range Road","Rainforest","Burnt","Brown Gerygone",1,20,"NW","","Canopy","","Loud Cicadas","RainforestBurnt",5
"482","GG-BR-02","21/12/2020","6:41",153.331637,-28.576159,648.606,"Gibbergunya Range Road","Rainforest","Burnt","Eastern Whipbird",1,60,"NW","","","","Loud Cicadas","RainforestBurnt",5
"483","GG-BR-02","21/12/2020","6:41",153.331637,-28.576159,648.606,"Gibbergunya Range Road","Rainforest","Burnt","Grey Shrike-thrush",1,50,"W","","","","Loud Cicadas","RainforestBurnt",5
"484","GG-BR-02","21/12/2020","6:41",153.331637,-28.576159,648.606,"Gibbergunya Range Road","Rainforest","Burnt","Lewin's Honeyeater",1,10,"W","6:41","Canopy","","Loud Cicadas","RainforestBurnt",5
"485","GG-BR-03","22/12/2020","6:12",153.330889,-28.578052,614.213,"Gibbergunya Range Road","Rainforest","Burnt","Brown Cuckoo-Dove",1,100,"NE","","","","Strong winds","RainforestBurnt",5
"486","GG-BR-03","22/12/2020","6:12",153.330889,-28.578052,614.213,"Gibbergunya Range Road","Rainforest","Burnt","Brown Gerygone",2,10,"N","","","","Strong winds","RainforestBurnt",5
"487","GG-BR-03","22/12/2020","6:12",153.330889,-28.578052,614.213,"Gibbergunya Range Road","Rainforest","Burnt","Grey Fantail",2,30,"W","6:12","","","Strong winds","RainforestBurnt",5
"488","GG-BR-03","22/12/2020","6:12",153.330889,-28.578052,614.213,"Gibbergunya Range Road","Rainforest","Burnt","Lewin's Honeyeater",1,70,"NW","6:15","","","Strong winds","RainforestBurnt",5
"489","GG-BR-03","22/12/2020","6:12",153.330889,-28.578052,614.213,"Gibbergunya Range Road","Rainforest","Burnt","White-browed Scrubwren",2,20,"W","6:18","","","Strong winds","RainforestBurnt",5
"490","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Brown Cuckoo-Dove",1,50,"N","","","","","RainforestBurnt",17
"491","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Brown Cuckoo-Dove",2,50,"S","","Flyover","","","RainforestBurnt",17
"492","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Brown Cuckoo-Dove",1,40,"NW","","Midstorey","","","RainforestBurnt",17
"493","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Brown Gerygone",1,50,"SE","","","","","RainforestBurnt",17
"494","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Brown Gerygone",1,50,"S","","","","","RainforestBurnt",17
"495","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Brown Gerygone",1,50,"SW","","","","","RainforestBurnt",17
"496","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Cicadabird",1,90,"S","","","","","RainforestBurnt",17
"497","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Eastern Whipbird",1,80,"E","","","","","RainforestBurnt",17
"498","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Golden Whistler",1,80,"N","","","","","RainforestBurnt",17
"499","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Grey Shrike-thrush",1,60,"SE","","","","","RainforestBurnt",17
"500","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Australian King-Parrot",1,80,"S","","","","","RainforestBurnt",17
"501","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Leaden Flycatcher",1,70,"N","","","","","RainforestBurnt",17
"502","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Lewin's Honeyeater",1,50,"N","","","","","RainforestBurnt",17
"503","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Paradise Riflebird",1,30,"E","","Canopy","","","RainforestBurnt",17
"504","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Red-browed Finch",1,10,"NW","6:48","Midstorey","","","RainforestBurnt",17
"505","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Rufous Fantail",1,10,"N","6:45","Midstorey","","","RainforestBurnt",17
"506","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Scaly-breasted Lorikeet",4,60,"E","","Canopy","","","RainforestBurnt",17
"507","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Spotted Pardalote",1,100,"SE","","","","","RainforestBurnt",17
"508","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Sulphur-crested Cockatoo",2,100,"E","","Canopy","","","RainforestBurnt",17
"509","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","White-throated Treecreeper",1,60,"S","","","","","RainforestBurnt",17
"510","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","White-throated Treecreeper",1,80,"NW","","","","","RainforestBurnt",17
"511","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","White-throated Treecreeper",1,80,"E","","","","","RainforestBurnt",17
"512","GG-BR-04","22/12/2020","6:39",153.3268692,-28.60305095,NA,"Gibbergunya Range Road","Rainforest","Burnt","Wonga Pigeon",1,70,"N","6:39","","","","RainforestBurnt",17
"513","GG-UR-01","21/12/2020","5:42",153.333358,-28.574034,455.375,"Gibbergunya Range Road","Rainforest","Unburnt","Albert's Lyrebird",1,60,"NW","","","","","RainforestUnburnt",13
"514","GG-UR-01","21/12/2020","5:42",153.333358,-28.574034,455.375,"Gibbergunya Range Road","Rainforest","Unburnt","Brown Cuckoo-Dove",3,70,"SE","5:43","","","","RainforestUnburnt",13
"515","GG-UR-01","21/12/2020","5:42",153.333358,-28.574034,455.375,"Gibbergunya Range Road","Rainforest","Unburnt","Brown Cuckoo-Dove",1,100,"N","","","","","RainforestUnburnt",13
"516","GG-UR-01","21/12/2020","5:42",153.333358,-28.574034,455.375,"Gibbergunya Range Road","Rainforest","Unburnt","Brown Gerygone",2,30,"NE","","","","","RainforestUnburnt",13
"517","GG-UR-01","21/12/2020","5:42",153.333358,-28.574034,455.375,"Gibbergunya Range Road","Rainforest","Unburnt","Eastern Spinebill",1,40,"S","","","","","RainforestUnburnt",13
"518","GG-UR-01","21/12/2020","5:42",153.333358,-28.574034,455.375,"Gibbergunya Range Road","Rainforest","Unburnt","Eastern Whipbird",1,30,"NW","","","","","RainforestUnburnt",13
"519","GG-UR-01","21/12/2020","5:42",153.333358,-28.574034,455.375,"Gibbergunya Range Road","Rainforest","Unburnt","Eastern Whipbird",1,30,"NE","","","","","RainforestUnburnt",13
"520","GG-UR-01","21/12/2020","5:42",153.333358,-28.574034,455.375,"Gibbergunya Range Road","Rainforest","Unburnt","Eastern Whipbird",1,80,"W","","","","","RainforestUnburnt",13
"521","GG-UR-01","21/12/2020","5:42",153.333358,-28.574034,455.375,"Gibbergunya Range Road","Rainforest","Unburnt","Green Catbird",1,30,"NE","5:42","","","","RainforestUnburnt",13
"522","GG-UR-01","21/12/2020","5:42",153.333358,-28.574034,455.375,"Gibbergunya Range Road","Rainforest","Unburnt","Green Catbird",1,70,"W","","","","","RainforestUnburnt",13
"523","GG-UR-01","21/12/2020","5:42",153.333358,-28.574034,455.375,"Gibbergunya Range Road","Rainforest","Unburnt","Laughing Kookaburra",1,100,"N","5:44","","","","RainforestUnburnt",13
