"","Site","Date","Start","Longitude","Latitude","Elevation","Location","Formation","Fire","Species","Count","Distance","Bearing","Time","Position","Notes","Site.Notes","Treatment","species_richness"
"1","BF-BR-01","20/12/2020","6:32",153.360935,-28.58241,387.98,"Blue Fig Road","Rainforest","Burnt","Albert's Lyrebird",1,40,"W","","","","Loud Cicadas","RainforestBurnt",5
"2","BF-BR-01","20/12/2020","6:32",153.360935,-28.58241,387.98,"Blue Fig Road","Rainforest","Burnt","Albert's Lyrebird",1,80,"N","","","","Loud Cicadas","RainforestBurnt",5
"3","BF-BR-01","20/12/2020","6:32",153.360935,-28.58241,387.98,"Blue Fig Road","Rainforest","Burnt","Brown Cuckoo-Dove",1,80,"W","","","","Loud Cicadas","RainforestBurnt",5
"4","BF-BR-01","20/12/2020","6:32",153.360935,-28.58241,387.98,"Blue Fig Road","Rainforest","Burnt","Brown Cuckoo-Dove",1,70,"N","","","","Loud Cicadas","RainforestBurnt",5
"5","BF-BR-01","20/12/2020","6:32",153.360935,-28.58241,387.98,"Blue Fig Road","Rainforest","Burnt","Brown Cuckoo-Dove",1,60,"NE","6:33","","","Loud Cicadas","RainforestBurnt",5
"6","BF-BR-01","20/12/2020","6:32",153.360935,-28.58241,387.98,"Blue Fig Road","Rainforest","Burnt","Brown Cuckoo-Dove",1,70,"S","","","","Loud Cicadas","RainforestBurnt",5
"7","BF-BR-01","20/12/2020","6:32",153.360935,-28.58241,387.98,"Blue Fig Road","Rainforest","Burnt","Lewin's Honeyeater",1,50,"W","","","","Loud Cicadas","RainforestBurnt",5
"8","BF-BR-01","20/12/2020","6:32",153.360935,-28.58241,387.98,"Blue Fig Road","Rainforest","Burnt","White-browed Scrubwren",1,5,"NW","7:39","Understorey","","Loud Cicadas","RainforestBurnt",5
"9","BF-BR-01","20/12/2020","6:32",153.360935,-28.58241,387.98,"Blue Fig Road","Rainforest","Burnt","Wonga Pigeon",1,50,"W","6:32","","","Loud Cicadas","RainforestBurnt",5
"10","BF-BR-01","20/12/2020","6:32",153.360935,-28.58241,387.98,"Blue Fig Road","Rainforest","Burnt","Wonga Pigeon",1,70,"W","","","","Loud Cicadas","RainforestBurnt",5
"11","BFEH2_s1","19/12/2020","5:56",153.3509299,-28.57666976,NA,"Blue Fig Road","Rainforest","Burnt","Black-faced Monarch",1,10,"E","6:00","","","Loud Creek, fire runs east to west unburnt RF across creek south","RainforestBurnt",6
"12","BFEH2_s1","19/12/2020","5:56",153.3509299,-28.57666976,NA,"Blue Fig Road","Rainforest","Burnt","Brown Cuckoo-Dove",2,100,"N","","","","Loud Creek, fire runs east to west unburnt RF across creek south","RainforestBurnt",6
"13","BFEH2_s1","19/12/2020","5:56",153.3509299,-28.57666976,NA,"Blue Fig Road","Rainforest","Burnt","Brown Gerygone",2,10,"N","","","","Loud Creek, fire runs east to west unburnt RF across creek south","RainforestBurnt",6
"14","BFEH2_s1","19/12/2020","5:56",153.3509299,-28.57666976,NA,"Blue Fig Road","Rainforest","Burnt","Brown Thornbill",2,20,"S","5:58","Canopy","","Loud Creek, fire runs east to west unburnt RF across creek south","RainforestBurnt",6
"15","BFEH2_s1","19/12/2020","5:56",153.3509299,-28.57666976,NA,"Blue Fig Road","Rainforest","Burnt","Grey Fantail",2,30,"NW","5:56","","","Loud Creek, fire runs east to west unburnt RF across creek south","RainforestBurnt",6
"16","BFEH2_s1","19/12/2020","5:56",153.3509299,-28.57666976,NA,"Blue Fig Road","Rainforest","Burnt","Topknot Pigeon",1,60,"N","","Flyover","","Loud Creek, fire runs east to west unburnt RF across creek south","RainforestBurnt",6
"17","BFEH3_s1","20/12/2020","5:54",153.3584993,-28.58045913,NA,"Blue Fig Road","Rainforest","Burnt","Brown Cuckoo-Dove",2,20,"E","","","","Stream loud","RainforestBurnt",7
"18","BFEH3_s1","20/12/2020","5:54",153.3584993,-28.58045913,NA,"Blue Fig Road","Rainforest","Burnt","Brown Gerygone",1,40,"E","5:55","","","Stream loud","RainforestBurnt",7
"19","BFEH3_s1","20/12/2020","5:54",153.3584993,-28.58045913,NA,"Blue Fig Road","Rainforest","Burnt","Golden Whistler",1,50,"N","5:54","","","Stream loud","RainforestBurnt",7
"20","BFEH3_s1","20/12/2020","5:54",153.3584993,-28.58045913,NA,"Blue Fig Road","Rainforest","Burnt","Lewin's Honeyeater",1,60,"E","","","","Stream loud","RainforestBurnt",7
"21","BFEH3_s1","20/12/2020","5:54",153.3584993,-28.58045913,NA,"Blue Fig Road","Rainforest","Burnt","Mistletoebird",1,60,"SW","","","","Stream loud","RainforestBurnt",7
"22","BFEH3_s1","20/12/2020","5:54",153.3584993,-28.58045913,NA,"Blue Fig Road","Rainforest","Burnt","Scarlet Honeyeater",2,30,"N","5:56","","","Stream loud","RainforestBurnt",7
"23","BFEH3_s1","20/12/2020","5:54",153.3584993,-28.58045913,NA,"Blue Fig Road","Rainforest","Burnt","Scarlet Honeyeater",2,50,"SW","5:59","","","Stream loud","RainforestBurnt",7
"24","BFEH3_s1","20/12/2020","5:54",153.3584993,-28.58045913,NA,"Blue Fig Road","Rainforest","Burnt","White-throated Treecreeper",1,60,"W","","","","Stream loud","RainforestBurnt",7
"25","BF-UR-01","20/12/2020","6:12",153.360976,-28.581176,376.622,"Blue Fig Road","Rainforest","Unburnt","Australian Brush-turkey",1,10,"NW","","","","Stream and cicadas loud","RainforestUnburnt",10
"26","BF-UR-01","20/12/2020","6:12",153.360976,-28.581176,376.622,"Blue Fig Road","Rainforest","Unburnt","Brown Cuckoo-Dove",1,100,"NW","6:20","","","Stream and cicadas loud","RainforestUnburnt",10
"27","BF-UR-01","20/12/2020","6:12",153.360976,-28.581176,376.622,"Blue Fig Road","Rainforest","Unburnt","Crimson Rosella",1,50,"W","","","","Stream and cicadas loud","RainforestUnburnt",10
"28","BF-UR-01","20/12/2020","6:12",153.360976,-28.581176,376.622,"Blue Fig Road","Rainforest","Unburnt","Golden Whistler",1,60,"N","","","","Stream and cicadas loud","RainforestUnburnt",10
"29","BF-UR-01","20/12/2020","6:12",153.360976,-28.581176,376.622,"Blue Fig Road","Rainforest","Unburnt","Green Catbird",1,70,"NW","6:14","","","Stream and cicadas loud","RainforestUnburnt",10
"30","BF-UR-01","20/12/2020","6:12",153.360976,-28.581176,376.622,"Blue Fig Road","Rainforest","Unburnt","Grey Fantail",1,30,"SW","6:16","","","Stream and cicadas loud","RainforestUnburnt",10
"31","BF-UR-01","20/12/2020","6:12",153.360976,-28.581176,376.622,"Blue Fig Road","Rainforest","Unburnt","Laughing Kookaburra",1,80,"N","","","","Stream and cicadas loud","RainforestUnburnt",10
"32","BF-UR-01","20/12/2020","6:12",153.360976,-28.581176,376.622,"Blue Fig Road","Rainforest","Unburnt","Rufous Fantail",1,50,"S","","","","Stream and cicadas loud","RainforestUnburnt",10
"33","BF-UR-01","20/12/2020","6:12",153.360976,-28.581176,376.622,"Blue Fig Road","Rainforest","Unburnt","Superb Fruit-Dove",1,40,"NW","","","","Stream and cicadas loud","RainforestUnburnt",10
"34","BF-UR-01","20/12/2020","6:12",153.360976,-28.581176,376.622,"Blue Fig Road","Rainforest","Unburnt","Wompoo Fruit-Dove",2,20,"NW","6:12","","","Stream and cicadas loud","RainforestUnburnt",10
"35","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Brown Cuckoo-Dove",1,100,"SW","","","","Burnt RF 50m W","RainforestUnburnt",15
"36","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Brown Gerygone",1,40,"NW","","","","Burnt RF 50m W","RainforestUnburnt",15
"37","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Brown Gerygone",2,40,"E","5:32","","","Burnt RF 50m W","RainforestUnburnt",15
"38","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Green Catbird",2,80,"SE","","","","Burnt RF 50m W","RainforestUnburnt",15
"39","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Large-billed Scrubwren",1,20,"N","","","","Burnt RF 50m W","RainforestUnburnt",15
"40","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Laughing Kookaburra",1,70,"W","5:31","","","Burnt RF 50m W","RainforestUnburnt",15
"41","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Lewin's Honeyeater",1,70,"NW","","","","Burnt RF 50m W","RainforestUnburnt",15
"42","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Lewin's Honeyeater",1,60,"S","","","","Burnt RF 50m W","RainforestUnburnt",15
"43","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Lewin's Honeyeater",1,60,"E","","","","Burnt RF 50m W","RainforestUnburnt",15
"44","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Australian Logrunner",2,40,"E","","","","Burnt RF 50m W","RainforestUnburnt",15
"45","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Paradise Riflebird",1,50,"SW","5:37","","","Burnt RF 50m W","RainforestUnburnt",15
"46","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Pied Currawong",1,100,"SE","","","","Burnt RF 50m W","RainforestUnburnt",15
"47","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Rose-crowned Fruit-Dove",1,30,"E","","","","Burnt RF 50m W","RainforestUnburnt",15
"48","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Rufous Fantail",1,50,"E","5:29","","","Burnt RF 50m W","RainforestUnburnt",15
"49","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Rufous Fantail",1,40,"S","","","","Burnt RF 50m W","RainforestUnburnt",15
"50","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Russet-tailed Thrush",1,80,"N","","","","Burnt RF 50m W","RainforestUnburnt",15
"51","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Sulphur-crested Cockatoo",1,70,"N","","Flyover","","Burnt RF 50m W","RainforestUnburnt",15
"52","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Wompoo Fruit-Dove",1,50,"E","","","","Burnt RF 50m W","RainforestUnburnt",15
"53","BF-UR-03","20/12/2020","5:29",153.354715,-28.582456,418.103,"Blue Fig Road","Rainforest","Unburnt","Yellow-throated Scrubwren",2,40,"E","","","","Burnt RF 50m W","RainforestUnburnt",15
"54","BF-UR-EH2","19/12/2020","6:33",153.351935,-28.577145,399.859,"Blue Fig Road","Rainforest","Unburnt","Brown Cuckoo-Dove",1,80,"NW","6:33","","","Stream and Cicadas V/loud","RainforestUnburnt",6
"55","BF-UR-EH2","19/12/2020","6:33",153.351935,-28.577145,399.859,"Blue Fig Road","Rainforest","Unburnt","Green Catbird",1,30,"SW","","Midstorey","","Stream and Cicadas V/loud","RainforestUnburnt",6
"56","BF-UR-EH2","19/12/2020","6:33",153.351935,-28.577145,399.859,"Blue Fig Road","Rainforest","Unburnt","Australian King-Parrot",1,10,"N","","Canopy","","Stream and Cicadas V/loud","RainforestUnburnt",6
"57","BF-UR-EH2","19/12/2020","6:33",153.351935,-28.577145,399.859,"Blue Fig Road","Rainforest","Unburnt","Spangled Drongo",6,50,"E","","","","Stream and Cicadas V/loud","RainforestUnburnt",6
"58","BF-UR-EH2","19/12/2020","6:33",153.351935,-28.577145,399.859,"Blue Fig Road","Rainforest","Unburnt","Superb Fruit-Dove",1,60,"S","6:36","","","Stream and Cicadas V/loud","RainforestUnburnt",6
"59","BF-UR-EH2","19/12/2020","6:33",153.351935,-28.577145,399.859,"Blue Fig Road","Rainforest","Unburnt","Wompoo Fruit-Dove",2,40,"S","","Flyover","","Stream and Cicadas V/loud","RainforestUnburnt",6
"60","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Brown Cuckoo-Dove",1,50,"W","","","","","RainforestBurnt",16
"61","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Brown Cuckoo-Dove",1,80,"NW","","","","","RainforestBurnt",16
"62","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Brown Gerygone",5,20,"NW","","","","","RainforestBurnt",16
"63","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Cicadabird",1,80,"E","6:59","","","","RainforestBurnt",16
"64","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Eastern Whipbird",1,60,"E","","","","","RainforestBurnt",16
"65","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Eastern Whipbird",1,80,"S","","","","","RainforestBurnt",16
"66","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Eastern Yellow Robin",1,40,"SW","","","","","RainforestBurnt",16
"67","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Golden Whistler",1,100,"N","","","","","RainforestBurnt",16
"68","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Golden Whistler",1,70,"W","6:57","","","","RainforestBurnt",16
"69","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Golden Whistler",1,80,"S","","","","","RainforestBurnt",16
"70","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Grey Shrike-thrush",1,100,"S","","","","","RainforestBurnt",16
"71","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Australian King-Parrot",1,60,"E","","","","","RainforestBurnt",16
"72","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Lewin's Honeyeater",1,20,"W","6:56","","","","RainforestBurnt",16
"73","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Lewin's Honeyeater",1,60,"N","","","","","RainforestBurnt",16
"74","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Lewin's Honeyeater",1,70,"E","7:02","","","","RainforestBurnt",16
"75","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Australian Logrunner",1,60,"E","","","","","RainforestBurnt",16
"76","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Rose-crowned Fruit-Dove",1,90,"NW","","","","","RainforestBurnt",16
"77","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Rufous Fantail",1,50,"NW","","","","","RainforestBurnt",16
"78","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Silvereye",1,50,"S","","","","","RainforestBurnt",16
"79","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Silvereye",5,60,"N","7:04","","","","RainforestBurnt",16
"80","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Spectacled Monarch",1,20,"N","","Midstorey","","","RainforestBurnt",16
"81","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Topknot Pigeon",8,50,"N","","Canopy","","","RainforestBurnt",16
"82","BR-BR-01","25/11/2020","6:56",152.716827,-28.350157,537.361,"Border Ranges 1","Rainforest","Burnt","Yellow-tailed Black-Cockatoo",5,100,"E","","Flyover","","","RainforestBurnt",16
"83","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Brown Cuckoo-Dove",1,80,"S","","","","Large patch, 60m+ around","RainforestBurnt",15
"84","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Brown Cuckoo-Dove",1,100,"N","","","","Large patch, 60m+ around","RainforestBurnt",15
"85","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Brown Thornbill",1,20,"W","","","","Large patch, 60m+ around","RainforestBurnt",15
"86","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Eastern Whipbird",1,20,"NW","","","","Large patch, 60m+ around","RainforestBurnt",15
"87","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Eastern Whipbird",1,40,"SW","","","","Large patch, 60m+ around","RainforestBurnt",15
"88","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Eastern Whipbird",1,80,"N","6:24","","","Large patch, 60m+ around","RainforestBurnt",15
"89","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Eastern Yellow Robin",1,10,"SW","6:25","","","Large patch, 60m+ around","RainforestBurnt",15
"90","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Golden Whistler",1,100,"SW","","","","Large patch, 60m+ around","RainforestBurnt",15
"91","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Golden Whistler",1,40,"N","","","","Large patch, 60m+ around","RainforestBurnt",15
"92","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Golden Whistler",1,70,"E","","","","Large patch, 60m+ around","RainforestBurnt",15
"93","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Golden Whistler",1,100,"SE","","","","Large patch, 60m+ around","RainforestBurnt",15
"94","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Green Catbird",1,50,"N","","","","Large patch, 60m+ around","RainforestBurnt",15
"95","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Grey Fantail",1,40,"W","","","","Large patch, 60m+ around","RainforestBurnt",15
"96","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Large-billed Scrubwren",2,40,"E","6:19","","","Large patch, 60m+ around","RainforestBurnt",15
"97","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Lewin's Honeyeater",1,40,"E","","","","Large patch, 60m+ around","RainforestBurnt",15
"98","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Lewin's Honeyeater",1,10,"W","","Midstorey","","Large patch, 60m+ around","RainforestBurnt",15
"99","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Australian Logrunner",1,30,"N","","","","Large patch, 60m+ around","RainforestBurnt",15
"100","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Olive-backed Oriole",1,80,"NW","6:22","","","Large patch, 60m+ around","RainforestBurnt",15
"101","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Rainbow Lorikeet",2,60,"W","6:21","","","Large patch, 60m+ around","RainforestBurnt",15
"102","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Spectacled Monarch",1,100,"NW","","","","Large patch, 60m+ around","RainforestBurnt",15
"103","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Spectacled Monarch",1,10,"S","6:26","Midstorey","","Large patch, 60m+ around","RainforestBurnt",15
"104","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Wompoo Fruit-Dove",1,50,"NW","6:17","","","Large patch, 60m+ around","RainforestBurnt",15
"105","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Wompoo Fruit-Dove",1,100,"S","6:18","","","Large patch, 60m+ around","RainforestBurnt",15
"106","BR-BR-02","24/11/2020","6:16",152.711953,-28.344048,544.357,"Border Ranges 1","Rainforest","Burnt","Wonga Pigeon",1,100,"S","","","","Large patch, 60m+ around","RainforestBurnt",15
"107","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Brown Cuckoo-Dove",1,50,"SW","","Canopy","","Large Patch, 60m S to UR","RainforestBurnt",13
"108","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Brown Cuckoo-Dove",1,80,"E","","","","Large Patch, 60m S to UR","RainforestBurnt",13
"109","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Brown Cuckoo-Dove",3,20,"W","","Flyover","","Large Patch, 60m S to UR","RainforestBurnt",13
"110","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Eastern Whipbird",1,50,"S","6:40","","","Large Patch, 60m S to UR","RainforestBurnt",13
"111","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Eastern Whipbird",1,60,"W","","","","Large Patch, 60m S to UR","RainforestBurnt",13
"112","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Fan-tailed Cuckoo",1,70,"SE","","","","Large Patch, 60m S to UR","RainforestBurnt",13
"113","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Golden Whistler",1,80,"SW","","","","Large Patch, 60m S to UR","RainforestBurnt",13
"114","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Golden Whistler",2,80,"N","","","","Large Patch, 60m S to UR","RainforestBurnt",13
"115","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Lewin's Honeyeater",2,10,"N","","","","Large Patch, 60m S to UR","RainforestBurnt",13
"116","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Noisy Pitta",1,30,"S","","Midstorey","","Large Patch, 60m S to UR","RainforestBurnt",13
"117","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Paradise Riflebird",1,50,"SW","6:38","Canopy","","Large Patch, 60m S to UR","RainforestBurnt",13
"118","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Rose-crowned Fruit-Dove",1,60,"S","","","","Large Patch, 60m S to UR","RainforestBurnt",13
"119","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Scarlet Honeyeater",1,50,"N","6:43","","","Large Patch, 60m S to UR","RainforestBurnt",13
"120","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Spangled Drongo",4,30,"N","","","","Large Patch, 60m S to UR","RainforestBurnt",13
"121","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Spectacled Monarch",1,80,"SE","","","","Large Patch, 60m S to UR","RainforestBurnt",13
"122","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","White-throated Treecreeper",1,50,"W","","","","Large Patch, 60m S to UR","RainforestBurnt",13
"123","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","White-throated Treecreeper",1,80,"SW","","","","Large Patch, 60m S to UR","RainforestBurnt",13
"124","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Wompoo Fruit-Dove",1,60,"NW","","","","Large Patch, 60m S to UR","RainforestBurnt",13
"125","BR-BR-03","24/11/2020","6:37",152.712833,-28.345416,545.487,"Border Ranges 1","Rainforest","Burnt","Wompoo Fruit-Dove",1,30,"SW","","","","Large Patch, 60m S to UR","RainforestBurnt",13
"126","BR-BR-04","23/11/2020","6:05",152.755279,-28.371405,554.274,"Border Ranges 2","Rainforest","Burnt","Australasian Figbird",1,50,"W","6:07","","","40m N to UR (patchy) light-moderate wind","RainforestBurnt",14
"127","BR-BR-04","23/11/2020","6:05",152.755279,-28.371405,554.274,"Border Ranges 2","Rainforest","Burnt","Barred Cuckoo-shrike",2,40,"SE","","","","40m N to UR (patchy) light-moderate wind","RainforestBurnt",14
"128","BR-BR-04","23/11/2020","6:05",152.755279,-28.371405,554.274,"Border Ranges 2","Rainforest","Burnt","Brown Cuckoo-Dove",1,50,"E","","Flyover","","40m N to UR (patchy) light-moderate wind","RainforestBurnt",14
"129","BR-BR-04","23/11/2020","6:05",152.755279,-28.371405,554.274,"Border Ranges 2","Rainforest","Burnt","Brown Cuckoo-Dove",1,80,"S","","Flyover","","40m N to UR (patchy) light-moderate wind","RainforestBurnt",14
"130","BR-BR-04","23/11/2020","6:05",152.755279,-28.371405,554.274,"Border Ranges 2","Rainforest","Burnt","Brown Cuckoo-Dove",1,40,"S","6:10","Flyover","","40m N to UR (patchy) light-moderate wind","RainforestBurnt",14
"131","BR-BR-04","23/11/2020","6:05",152.755279,-28.371405,554.274,"Border Ranges 2","Rainforest","Burnt","Brown Gerygone",1,30,"NE","","","","40m N to UR (patchy) light-moderate wind","RainforestBurnt",14
"132","BR-BR-04","23/11/2020","6:05",152.755279,-28.371405,554.274,"Border Ranges 2","Rainforest","Burnt","Brown Gerygone",2,40,"SE","6:13","","","40m N to UR (patchy) light-moderate wind","RainforestBurnt",14
"133","BR-BR-04","23/11/2020","6:05",152.755279,-28.371405,554.274,"Border Ranges 2","Rainforest","Burnt","Brush Cuckoo",1,100,"N","","","","40m N to UR (patchy) light-moderate wind","RainforestBurnt",14
"134","BR-BR-04","23/11/2020","6:05",152.755279,-28.371405,554.274,"Border Ranges 2","Rainforest","Burnt","Brush Cuckoo",1,50,"N","6:12","","","40m N to UR (patchy) light-moderate wind","RainforestBurnt",14
