"","Q1","Q2","Q3","Q4"
"1242",1,0,0,0
"1243",0,1,0,0
"1244",0,1,0,0
"1245",0,0,0,0
"1246",0,0,0,0
"1247",1,0,0,3
"1248",1,0,0,0
"1249",1,0,0,0
"1250",2,0,0,0
"1251",7,0,0,0
"1252",5,0,0,0
"1253",0,0,0,0
"1254",2,0,0,0
"1255",0,0,0,0
"1256",2,0,0,0
"1257",2,0,1,2
"1258",2,0,0,0
"1259",2,0,0,0
"1260",0,0,0,0
"1261",3,0,0,0
"1262",11,0,0,0
"1263",0,0,0,0
"1264",1,0,0,0
"1265",5,0,0,0
"1266",5,0,0,0
"1267",8,0,0,0
"1268",0,0,0,0
"1269",0,0,0,0
"1270",0,0,0,1
"1271",2,1,0,0
"1272",0,0,0,0
"1273",0,0,0,0
"1274",4,0,0,0
"1275",3,2,0,0
"1276",0,0,0,0
"1277",0,0,2,0
"1278",0,0,0,0
"1279",2,0,0,0
"1280",0,0,0,0
"1281",0,1,0,0
"1282",0,0,0,0
"1283",0,0,0,0
"1284",0,0,0,0
"1285",0,1,0,0
"1286",1,2,1,1
"1287",0,0,0,0
"1288",2,0,0,0
"1289",9,0,0,0
"1290",1,0,0,0
"1291",6,0,2,0
"1292",4,0,0,0
"1293",6,0,0,0
"1294",4,1,0,0
"1295",6,0,0,0
"1296",10,0,0,0
"1297",5,3,0,0
"1298",3,0,0,0
"1299",4,0,0,0
"1300",7,0,0,0
"1301",9,0,0,0
"1302",1,0,0,0
"1303",15,0,0,0
"1304",13,0,0,0
"1305",2,1,0,0
"1306",7,3,0,0
"1307",9,1,0,0
"1308",1,0,0,0
"1309",1,0,0,0
"1310",0,0,0,0
"1311",0,0,0,0
"1312",0,0,0,0
"1313",1,0,0,0
"1314",1,0,0,0
"1315",0,0,0,0
"1316",3,0,0,0
"1317",7,0,0,0
"1318",2,1,0,0
"1319",0,0,0,0
"1320",0,0,0,0
"1321",0,0,0,0
"1322",1,0,0,0
"1323",1,0,0,0
"1324",1,0,0,0
"1325",1,0,0,0
"1326",0,0,0,0
"1327",0,0,0,0
"1328",6,0,0,0
"1329",3,0,0,0
"1330",4,3,1,3
"1331",0,0,0,0
"1332",4,0,0,0
"1333",6,0,0,0
"1334",5,0,0,0
"1335",5,1,0,0
"1336",4,0,0,0
"1337",7,1,0,0
"1338",3,0,0,0
"1339",4,0,0,0
"1340",6,0,0,0
"1341",5,0,0,0
"1342",9,1,0,0
"1343",9,0,0,0
"1344",7,2,1,0
"1345",3,0,0,0
"1346",6,0,0,0
"1347",5,0,0,0
"1348",0,1,0,0
"1349",4,0,0,0
"1350",2,0,0,0
"1351",2,0,0,0
"1352",3,0,0,0
"1353",1,0,0,0
"1354",2,0,0,0
"1355",7,0,0,0
"1356",4,1,0,0
"1357",5,0,0,0
"1358",2,0,0,0
"1359",2,0,0,0
"1360",2,0,0,0
"1361",0,0,0,0
"1362",5,0,0,0
"1363",1,0,0,0
"1364",2,0,0,0
"1365",0,0,0,0
"1366",2,0,0,0
"1367",3,0,0,0
"1368",5,0,0,0
"1369",7,0,0,0
"1370",4,0,0,0
"1371",9,0,0,0
"1372",9,0,0,0
"1373",5,0,0,0
"1374",1,0,0,0
"1375",10,0,0,0
"1376",5,0,0,0
"1377",7,0,0,0
"1378",5,0,0,0
"1379",9,0,0,0
"1380",9,0,0,0
"1381",10,0,0,0
"1382",9,0,0,0
"1383",9,0,0,0
"1384",5,0,0,0
"1385",2,0,0,0
"1386",2,0,0,0
"1387",4,0,0,0
"1388",1,0,0,0
"1389",1,0,0,0
"1390",5,1,0,0
"1391",0,0,0,0
"1392",0,0,0,0
"1393",0,0,0,0
"1394",1,0,0,0
"1395",0,0,0,0
"1396",0,0,0,0
"1397",1,0,0,0
"1398",1,0,0,0
"1399",3,0,0,0
"1400",2,0,0,0
"1401",1,0,1,0
"1402",1,0,0,0
"1403",2,0,0,0
"1404",1,0,0,0
"1405",1,0,0,0
"1406",3,0,0,0
"1407",6,0,0,0
"1408",2,0,0,0
"1409",3,0,0,0
"1410",3,0,0,0
"1411",5,0,0,0
"1412",4,0,0,0
"1413",3,0,0,0
"1414",3,0,0,0
"1415",5,0,0,0
"1416",4,0,0,0
"1417",8,0,0,0
"1418",4,0,0,0
"1419",7,0,0,0
"1420",0,0,0,0
"1421",4,0,0,0
"1422",4,0,0,0
"1423",11,0,0,0
"1424",5,0,0,0
"1425",9,0,0,0
"1426",7,0,0,0
"1427",0,0,0,0
"1428",2,0,0,0
"1429",0,0,0,0
"1430",3,0,0,0
"1431",1,0,0,0
"1432",7,0,0,0
"1433",3,0,0,0
"1434",0,0,0,0
"1435",2,0,0,0
"1436",0,0,0,0
"1437",1,0,0,0
"1438",2,0,0,0
"1439",0,0,0,0
"1440",2,0,0,0
"1441",3,0,0,0
"1442",2,0,0,0
"1443",2,0,0,0
"1444",7,0,0,0
"1445",3,0,0,0
"1446",0,0,0,0
"1447",3,0,0,0
"1448",3,0,0,0
"1449",6,0,0,0
"1450",10,2,0,0
"1451",7,0,0,0
"1452",10,1,0,0
"1453",5,0,0,0
"1454",5,0,0,0
"1455",2,0,0,0
"1456",2,0,0,0
"1457",13,0,0,0
"1458",12,0,0,0
"1459",7,6,0,0
"1460",5,0,0,0
"1461",20,0,0,0
"1462",7,4,0,0
"1463",4,0,0,0
"1464",2,0,0,0
"1465",10,0,0,0
"1466",4,0,0,0
"1467",11,0,0,0
"1468",9,0,0,0
"1469",11,0,0,0
"1470",3,0,0,0
"1471",4,0,0,0
"1472",4,1,0,0
"1473",12,0,0,0
"1474",1,0,0,0
"1475",11,0,0,0
"1476",6,0,0,0
"1477",7,0,0,0
"1478",4,0,0,0
"1479",11,1,0,1
"1480",16,0,0,1
"1481",14,5,0,0
"1482",5,0,0,11
"1483",5,1,0,0
"1484",4,0,0,0
"1485",5,1,0,0
"1486",7,0,0,0
"1487",0,0,0,0
"1488",4,0,0,0
"1489",0,0,0,0
"1490",5,0,0,0
"1491",0,0,0,0
"1492",6,0,0,0
"1493",2,0,0,0
"1494",11,0,0,0
"1495",11,0,0,0
"1496",8,0,0,0
"1497",0,0,0,0
"1498",2,0,0,0
"1499",1,0,0,0
"1500",7,0,0,0
"1501",13,0,0,0
"1502",9,0,0,0
"1503",0,0,0,0
"1504",11,0,0,0
"1505",2,0,0,0
"1506",3,1,0,0
"1507",2,0,0,0
"1508",5,0,0,0
"1509",6,0,0,0
"1510",2,0,0,0
"1511",1,0,0,0
"1512",2,0,0,0
"1513",11,1,1,0
"1514",5,0,0,0
"1515",3,0,0,0
"1516",2,0,0,0
"1517",4,0,0,0
"1518",5,0,0,0
"1519",2,0,0,0
"1520",5,0,0,0
"1521",6,0,0,0
"1522",3,0,0,0
"1523",3,0,0,0
"1524",3,0,0,0
"1525",7,0,0,0
"1526",2,0,0,0
"1527",6,0,0,0
